Instrument	Config	Focal Plane	fpu	slit width	slit length	disperser	filter	wave min	wave max	wave optimal	wave coverage	resolution	AO	capabilities	site	Hmin (hot)	Hmin (solar)
GMOS-N	B1200 0.25"	singleslit,multislit	0.25"	0.250	330	B1200	none	0.36	0.72	0.463	0.164	7488	no		n		
GMOS-N	B1200 0.50"	singleslit,multislit	0.50"	0.500	330	B1200	none	0.36	0.72	0.463	0.164	3744	no		n		
GMOS-N	B1200 0.75"	singleslit,multislit	0.75"	0.750	330	B1200	none	0.36	0.72	0.463	0.164	2496	no		n		
GMOS-N	B1200 1.0"	singleslit,multislit	1.0"	1.000	330	B1200	none	0.36	0.72	0.463	0.164	1872	no		n		
GMOS-N	B1200 1.5"	singleslit,multislit	1.5"	1.500	330	B1200	none	0.36	0.72	0.463	0.164	1248	no		n		
GMOS-N	B1200 2.0"	singleslit,multislit	2.0"	2.000	330	B1200	none	0.36	0.72	0.463	0.164	936	no		n		
GMOS-N	B1200 5.0"	singleslit,multislit	5.0"	5.000	330	B1200	none	0.36	0.72	0.463	0.164	374	no		n		
GMOS-N	B1200 0.25" GG455	singleslit,multislit	0.25"	0.250	330	B1200	GG455	0.46	0.92	0.463	0.164	7488	no		n		
GMOS-N	B1200 0.50" GG455	singleslit,multislit	0.50"	0.500	330	B1200	GG455	0.46	0.92	0.463	0.164	3744	no		n		
GMOS-N	B1200 0.75"  GG455	singleslit,multislit	0.75"	0.750	330	B1200	GG455	0.46	0.92	0.463	0.164	2496	no		n		
GMOS-N	B1200 1.0"  GG455	singleslit,multislit	1.0"	1.000	330	B1200	GG455	0.46	0.92	0.463	0.164	1872	no		n		
GMOS-N	B1200 1.5"  GG455	singleslit,multislit	1.5"	1.500	330	B1200	GG455	0.46	0.92	0.463	0.164	1248	no		n		
GMOS-N	B1200 2.0"  GG455	singleslit,multislit	2.0"	2.000	330	B1200	GG455	0.46	0.92	0.463	0.164	936	no		n		
GMOS-N	B1200 5.0"  GG455	singleslit,multislit	5.0"	5.000	330	B1200	GG455	0.46	0.92	0.463	0.164	374	no		n		
GMOS-N	B1200 0.25" OG515	singleslit,multislit	0.25"	0.250	330	B1200	OG515	0.52	1.03	0.463	0.164	7488	no		n		
GMOS-N	B1200 0.50" OG515	singleslit,multislit	0.50"	0.500	330	B1200	OG515	0.52	1.03	0.463	0.164	3744	no		n		
GMOS-N	B1200 0.75" OG515	singleslit,multislit	0.75"	0.750	330	B1200	OG515	0.52	1.03	0.463	0.164	2496	no		n		
GMOS-N	B1200 1.0" OG515	singleslit,multislit	1.0"	1.000	330	B1200	OG515	0.52	1.03	0.463	0.164	1872	no		n		
GMOS-N	B1200 1.5" OG515	singleslit,multislit	1.5"	1.500	330	B1200	OG515	0.52	1.03	0.463	0.164	1248	no		n		
GMOS-N	B1200 2.0" OG515	singleslit,multislit	2.0"	2.000	330	B1200	OG515	0.52	1.03	0.463	0.164	936	no		n		
GMOS-N	B1200 5.0" OG515	singleslit,multislit	5.0"	5.000	330	B1200	OG515	0.52	1.03	0.463	0.164	374	no		n		
GMOS-N	B1200 0.25" RG610	singleslit,multislit	0.25"	0.250	330	B1200	RG610	0.61	1.03	0.463	0.164	7488	no		n		
GMOS-N	B1200 0.50" RG610	singleslit,multislit	0.50"	0.500	330	B1200	RG610	0.61	1.03	0.463	0.164	3744	no		n		
GMOS-N	B1200 0.75" RG610	singleslit,multislit	0.75"	0.750	330	B1200	RG610	0.61	1.03	0.463	0.164	2496	no		n		
GMOS-N	B1200 1.0" RG610	singleslit,multislit	1.0"	1.000	330	B1200	RG610	0.61	1.03	0.463	0.164	1872	no		n		
GMOS-N	B1200 1.5" RG610	singleslit,multislit	1.5"	1.500	330	B1200	RG610	0.61	1.03	0.463	0.164	1248	no		n		
GMOS-N	B1200 2.0" RG610	singleslit,multislit	2.0"	2.000	330	B1200	RG610	0.61	1.03	0.463	0.164	936	no		n		
GMOS-N	B1200 5.0" RG610	singleslit,multislit	5.0"	5.000	330	B1200	RG610	0.61	1.03	0.463	0.164	374	no		n		
GMOS-N	R831 0.25"	singleslit,multislit	0.25"	0.250	330	R831	none	0.36	0.72	0.757	0.235	8792	no		n		
GMOS-N	R831 0.50"	singleslit,multislit	0.50"	0.500	330	R831	none	0.36	0.72	0.757	0.235	4396	no		n		
GMOS-N	R831 0.75"	singleslit,multislit	0.75"	0.750	330	R831	none	0.36	0.72	0.757	0.235	2931	no		n		
GMOS-N	R831 1.0"	singleslit,multislit	1.0"	1.000	330	R831	none	0.36	0.72	0.757	0.235	2198	no		n		
GMOS-N	R831 1.5"	singleslit,multislit	1.5"	1.500	330	R831	none	0.36	0.72	0.757	0.235	1465	no		n		
GMOS-N	R831 2.0"	singleslit,multislit	2.0"	2.000	330	R831	none	0.36	0.72	0.757	0.235	1099	no		n		
GMOS-N	R831 5.0"	singleslit,multislit	5.0"	5.000	330	R831	none	0.36	0.72	0.757	0.235	440	no		n		
GMOS-N	R831 0.25" GG455	singleslit,multislit	0.25"	0.250	330	R831	GG455	0.46	0.92	0.757	0.235	8792	no		n		
GMOS-N	R831 0.50"  GG455	singleslit,multislit	0.50"	0.500	330	R831	GG455	0.46	0.92	0.757	0.235	4396	no		n		
GMOS-N	R831 0.75"  GG455	singleslit,multislit	0.75"	0.750	330	R831	GG455	0.46	0.92	0.757	0.235	2931	no		n		
GMOS-N	R831 1.0" GG455	singleslit,multislit	1.0"	1.000	330	R831	GG455	0.46	0.92	0.757	0.235	2198	no		n		
GMOS-N	R831 1.5" GG455	singleslit,multislit	1.5"	1.500	330	R831	GG455	0.46	0.92	0.757	0.235	1465	no		n		
GMOS-N	R831 2.0" GG455	singleslit,multislit	2.0"	2.000	330	R831	GG455	0.46	0.92	0.757	0.235	1099	no		n		
GMOS-N	R831 5.0" GG455	singleslit,multislit	5.0"	5.000	330	R831	GG455	0.46	0.92	0.757	0.235	440	no		n		
GMOS-N	R831 0.25" OG515	singleslit,multislit	0.25"	0.250	330	R831	OG515	0.52	1.03	0.757	0.235	8792	no		n		
GMOS-N	R831 0.50" OG515	singleslit,multislit	0.50"	0.500	330	R831	OG515	0.52	1.03	0.757	0.235	4396	no		n		
GMOS-N	R831 0.75" OG515	singleslit,multislit	0.75"	0.750	330	R831	OG515	0.52	1.03	0.757	0.235	2931	no		n		
GMOS-N	R831 1.0" OG515	singleslit,multislit	1.0"	1.000	330	R831	OG515	0.52	1.03	0.757	0.235	2198	no		n		
GMOS-N	R831 1.5" OG515	singleslit,multislit	1.5"	1.500	330	R831	OG515	0.52	1.03	0.757	0.235	1465	no		n		
GMOS-N	R831 2.0" OG515	singleslit,multislit	2.0"	2.000	330	R831	OG515	0.52	1.03	0.757	0.235	1099	no		n		
GMOS-N	R831 5.0" OG515	singleslit,multislit	5.0"	5.000	330	R831	OG515	0.52	1.03	0.757	0.235	440	no		n		
GMOS-N	R831 0.25" RG610	singleslit,multislit	0.25"	0.250	330	R831	RG610	0.61	1.03	0.757	0.235	8792	no		n		
GMOS-N	R831 0.50" RG610	singleslit,multislit	0.50"	0.500	330	R831	RG610	0.61	1.03	0.757	0.235	4396	no		n		
GMOS-N	R831 0.75" RG610	singleslit,multislit	0.75"	0.750	330	R831	RG610	0.61	1.03	0.757	0.235	2931	no		n		
GMOS-N	R831 1.0" RG610	singleslit,multislit	1.0"	1.000	330	R831	RG610	0.61	1.03	0.757	0.235	2198	no		n		
GMOS-N	R831 1.5" RG610	singleslit,multislit	1.5"	1.500	330	R831	RG610	0.61	1.03	0.757	0.235	1465	no		n		
GMOS-N	R831 2.0" RG610	singleslit,multislit	2.0"	2.000	330	R831	RG610	0.61	1.03	0.757	0.235	1099	no		n		
GMOS-N	R831 5.0" RG610	singleslit,multislit	5.0"	5.000	330	R831	RG610	0.61	1.03	0.757	0.235	440	no		n		
GMOS-N	R831 0.25" CaT	singleslit,multislit	0.25"	0.250	330	R831	CaT	0.78	0.933	0.86	0.153	8792	no		n		
GMOS-N	R831 0.50" CaT	singleslit,multislit	0.50"	0.500	330	R831	CaT	0.78	0.933	0.86	0.153	4396	no		n		
GMOS-N	R831 0.75" CaT	singleslit,multislit	0.75"	0.750	330	R831	CaT	0.78	0.933	0.86	0.153	2931	no		n		
GMOS-N	R831 1.0" CaT	singleslit,multislit	1.0"	1.000	330	R831	CaT	0.78	0.933	0.86	0.153	2198	no		n		
GMOS-N	R831 1.5" CaT	singleslit,multislit	1.5"	1.500	330	R831	CaT	0.78	0.933	0.86	0.153	1465	no		n		
GMOS-N	R831 2.0" CaT	singleslit,multislit	2.0"	2.000	330	R831	CaT	0.78	0.933	0.86	0.153	1099	no		n		
GMOS-N	R831 5.0" CaT	singleslit,multislit	5.0"	5.000	330	R831	CaT	0.78	0.933	0.86	0.153	440	no		n		
GMOS-N	B480 0.25"	singleslit,multislit	0.25"	0.250	330	B480	none	0.36	0.72	0.422	0.36	3040	no		n		
GMOS-N	B480 0.50"	singleslit,multislit	0.50"	0.500	330	B480	none	0.36	0.72	0.422	0.36	1520	no		n		
GMOS-N	B480 0.75"	singleslit,multislit	0.75"	0.750	330	B480	none	0.36	0.72	0.422	0.36	1013	no		n		
GMOS-N	B480 1.0"	singleslit,multislit	1.0"	1.000	330	B480	none	0.36	0.72	0.422	0.36	760	no		n		
GMOS-N	B480 1.5"	singleslit,multislit	1.5"	1.500	330	B480	none	0.36	0.72	0.422	0.36	507	no		n		
GMOS-N	B480 2.0"	singleslit,multislit	2.0"	2.000	330	B480	none	0.36	0.72	0.422	0.36	380	no		n		
GMOS-N	B480 5.0"	singleslit,multislit	5.0"	5.000	330	B480	none	0.36	0.72	0.422	0.36	152	no		n		
GMOS-N	B480 0.25" GG455	singleslit,multislit	0.25"	0.250	330	B480	GG455	0.46	0.92	0.422	0.39	3040	no		n		
GMOS-N	B480 0.50" GG455	singleslit,multislit	0.50"	0.500	330	B480	GG455	0.46	0.92	0.422	0.39	1520	no		n		
GMOS-N	B480 0.75" GG455	singleslit,multislit	0.75"	0.750	330	B480	GG455	0.46	0.92	0.422	0.39	1013	no		n		
GMOS-N	B480 1.0" GG455	singleslit,multislit	1.0"	1.000	330	B480	GG455	0.46	0.92	0.422	0.39	760	no		n		
GMOS-N	B480 1.5" GG455	singleslit,multislit	1.5"	1.500	330	B480	GG455	0.46	0.92	0.422	0.39	507	no		n		
GMOS-N	B480 2.0" GG455	singleslit,multislit	2.0"	2.000	330	B480	GG455	0.46	0.92	0.422	0.39	380	no		n		
GMOS-N	B480 5.0" GG455	singleslit,multislit	5.0"	5.000	330	B480	GG455	0.46	0.92	0.422	0.39	152	no		n		
GMOS-N	B480 0.25" OG515	singleslit,multislit	0.25"	0.250	330	B480	OG515	0.52	1.03	0.422	0.39	3040	no		n		
GMOS-N	B480 0.50" OG515	singleslit,multislit	0.50"	0.500	330	B480	OG515	0.52	1.03	0.422	0.39	1520	no		n		
GMOS-N	B480 0.75" OG515	singleslit,multislit	0.75"	0.750	330	B480	OG515	0.52	1.03	0.422	0.39	1013	no		n		
GMOS-N	B480 1.0" OG515	singleslit,multislit	1.0"	1.000	330	B480	OG515	0.52	1.03	0.422	0.39	760	no		n		
GMOS-N	B480 1.5" OG515	singleslit,multislit	1.5"	1.500	330	B480	OG515	0.52	1.03	0.422	0.39	507	no		n		
GMOS-N	B480 2.0" OG515	singleslit,multislit	2.0"	2.000	330	B480	OG515	0.52	1.03	0.422	0.39	380	no		n		
GMOS-N	B480 5.0" OG515	singleslit,multislit	5.0"	5.000	330	B480	OG515	0.52	1.03	0.422	0.39	152	no		n		
GMOS-N	B480 0.25" RG610	singleslit,multislit	0.25"	0.250	330	B480	RG610	0.61	1.03	0.422	0.39	3040	no		n		
GMOS-N	B480 0.50" RG610	singleslit,multislit	0.50"	0.500	330	B480	RG610	0.61	1.03	0.422	0.39	1520	no		n		
GMOS-N	B480 0.75" RG610	singleslit,multislit	0.75"	0.750	330	B480	RG610	0.61	1.03	0.422	0.39	1013	no		n		
GMOS-N	B480 1.0" RG610	singleslit,multislit	1.0"	1.000	330	B480	RG610	0.61	1.03	0.422	0.39	760	no		n		
GMOS-N	B480 1.5" RG610	singleslit,multislit	1.5"	1.500	330	B480	RG610	0.61	1.03	0.422	0.39	507	no		n		
GMOS-N	B480 2.0" RG610	singleslit,multislit	2.0"	2.000	330	B480	RG610	0.61	1.03	0.422	0.39	380	no		n		
GMOS-N	B480 5.0" RG610	singleslit,multislit	5.0"	5.000	330	B480	RG610	0.61	1.03	0.422	0.39	152	no		n		
GMOS-N	R400 0.25"	singleslit,multislit	0.25"	0.250	330	R400	none	0.36	0.72	0.764	0.36	3836	no		n		
GMOS-N	R400 0.50"	singleslit,multislit	0.50"	0.500	330	R400	none	0.36	0.72	0.764	0.36	1918	no		n		
GMOS-N	R400 0.75"	singleslit,multislit	0.75"	0.750	330	R400	none	0.36	0.72	0.764	0.36	1279	no		n		
GMOS-N	R400 1.0"	singleslit,multislit	1.0"	1.000	330	R400	none	0.36	0.72	0.764	0.36	959	no		n		
GMOS-N	R400 1.5"	singleslit,multislit	1.5"	1.500	330	R400	none	0.36	0.72	0.764	0.36	639	no		n		
GMOS-N	R400 2.0"	singleslit,multislit	2.0"	2.000	330	R400	none	0.36	0.72	0.764	0.36	480	no		n		
GMOS-N	R400 5.0"	singleslit,multislit	5.0"	5.000	330	R400	none	0.36	0.72	0.764	0.36	192	no		n		
GMOS-N	R400 0.25"	singleslit,multislit	0.25"	0.250	330	R400	GG455	0.46	0.92	0.764	0.46	3836	no		n		
GMOS-N	R400 0.50"	singleslit,multislit	0.50"	0.500	330	R400	GG455	0.46	0.92	0.764	0.46	1918	no		n		
GMOS-N	R400 0.75"	singleslit,multislit	0.75"	0.750	330	R400	GG455	0.46	0.92	0.764	0.46	1279	no		n		
GMOS-N	R400 1.0"	singleslit,multislit	1.0"	1.000	330	R400	GG455	0.46	0.92	0.764	0.46	959	no		n		
GMOS-N	R400 1.5"	singleslit,multislit	1.5"	1.500	330	R400	GG455	0.46	0.92	0.764	0.46	639	no		n		
GMOS-N	R400 2.0"	singleslit,multislit	2.0"	2.000	330	R400	GG455	0.46	0.92	0.764	0.46	480	no		n		
GMOS-N	R400 5.0"	singleslit,multislit	5.0"	5.000	330	R400	GG455	0.46	0.92	0.764	0.46	192	no		n		
GMOS-N	R400 0.25"	singleslit,multislit	0.25"	0.250	330	R400	OG515	0.52	1.03	0.764	0.472	3836	no		n		
GMOS-N	R400 0.50"	singleslit,multislit	0.50"	0.500	330	R400	OG515	0.52	1.03	0.764	0.472	1918	no		n		
GMOS-N	R400 0.75"	singleslit,multislit	0.75"	0.750	330	R400	OG515	0.52	1.03	0.764	0.472	1279	no		n		
GMOS-N	R400 1.0"	singleslit,multislit	1.0"	1.000	330	R400	OG515	0.52	1.03	0.764	0.472	959	no		n		
GMOS-N	R400 1.5"	singleslit,multislit	1.5"	1.500	330	R400	OG515	0.52	1.03	0.764	0.472	639	no		n		
GMOS-N	R400 2.0"	singleslit,multislit	2.0"	2.000	330	R400	OG515	0.52	1.03	0.764	0.472	480	no		n		
GMOS-N	R400 5.0"	singleslit,multislit	5.0"	5.000	330	R400	OG515	0.52	1.03	0.764	0.472	192	no		n		
GMOS-N	R400 0.25"	singleslit,multislit	0.25"	0.250	330	R400	RG610	0.61	1.03	0.764	0.42	3836	no		n		
GMOS-N	R400 0.50"	singleslit,multislit	0.50"	0.500	330	R400	RG610	0.61	1.03	0.764	0.42	1918	no		n		
GMOS-N	R400 0.75"	singleslit,multislit	0.75"	0.750	330	R400	RG610	0.61	1.03	0.764	0.42	1279	no		n		
GMOS-N	R400 1.0"	singleslit,multislit	1.0"	1.000	330	R400	RG610	0.61	1.03	0.764	0.42	959	no		n		
GMOS-N	R400 1.5"	singleslit,multislit	1.5"	1.500	330	R400	RG610	0.61	1.03	0.764	0.42	639	no		n		
GMOS-N	R400 2.0"	singleslit,multislit	2.0"	2.000	330	R400	RG610	0.61	1.03	0.764	0.42	480	no		n		
GMOS-N	R400 5.0"	singleslit,multislit	5.0"	5.000	330	R400	RG610	0.61	1.03	0.764	0.42	192	no		n		
GMOS-N	R400 0.25"	singleslit,multislit	0.25"	0.250	330	R400	CaT	0.78	0.933	0.86	0.153	3836	no		n		
GMOS-N	R400 0.50"	singleslit,multislit	0.50"	0.500	330	R400	CaT	0.78	0.933	0.86	0.153	1918	no		n		
GMOS-N	R400 0.75"	singleslit,multislit	0.75"	0.750	330	R400	CaT	0.78	0.933	0.86	0.153	1279	no		n		
GMOS-N	R400 1.0"	singleslit,multislit	1.0"	1.000	330	R400	CaT	0.78	0.933	0.86	0.153	959	no		n		
GMOS-N	R400 1.5"	singleslit,multislit	1.5"	1.500	330	R400	CaT	0.78	0.933	0.86	0.153	639	no		n		
GMOS-N	R400 2.0"	singleslit,multislit	2.0"	2.000	330	R400	CaT	0.78	0.933	0.86	0.153	480	no		n		
GMOS-N	R400 5.0"	singleslit,multislit	5.0"	5.000	330	R400	CaT	0.78	0.933	0.86	0.153	192	no		n		
GMOS-N	R150 0.25"	singleslit,multislit	0.25"	0.250	330	R150	none	0.36	0.72	0.717	0.36	1262	no		n		
GMOS-N	R150 0.50"	singleslit,multislit	0.50"	0.500	330	R150	none	0.36	0.72	0.717	0.36	631	no		n		
GMOS-N	R150 0.75"	singleslit,multislit	0.75"	0.750	330	R150	none	0.36	0.72	0.717	0.36	421	no		n		
GMOS-N	R150 1.0"	singleslit,multislit	1.0"	1.000	330	R150	none	0.36	0.72	0.717	0.36	316	no		n		
GMOS-N	R150 1.5"	singleslit,multislit	1.5"	1.500	330	R150	none	0.36	0.72	0.717	0.36	210	no		n		
GMOS-N	R150 2.0"	singleslit,multislit	2.0"	2.000	330	R150	none	0.36	0.72	0.717	0.36	158	no		n		
GMOS-N	R150 5.0"	singleslit,multislit	5.0"	5.000	330	R150	none	0.36	0.72	0.717	0.36	63	no		n		
GMOS-N	R150 0.25"	singleslit,multislit	0.25"	0.250	330	R150	GG455	0.46	0.92	0.717	0.46	1262	no		n		
GMOS-N	R150 0.50"	singleslit,multislit	0.50"	0.500	330	R150	GG455	0.46	0.92	0.717	0.46	631	no		n		
GMOS-N	R150 0.75"	singleslit,multislit	0.75"	0.750	330	R150	GG455	0.46	0.92	0.717	0.46	421	no		n		
GMOS-N	R150 1.0"	singleslit,multislit	1.0"	1.000	330	R150	GG455	0.46	0.92	0.717	0.46	316	no		n		
GMOS-N	R150 1.5"	singleslit,multislit	1.5"	1.500	330	R150	GG455	0.46	0.92	0.717	0.46	210	no		n		
GMOS-N	R150 2.0"	singleslit,multislit	2.0"	2.000	330	R150	GG455	0.46	0.92	0.717	0.46	158	no		n		
GMOS-N	R150 5.0"	singleslit,multislit	5.0"	5.000	330	R150	GG455	0.46	0.92	0.717	0.46	63	no		n		
GMOS-N	R150 0.25"	singleslit,multislit	0.25"	0.250	330	R150	OG515	0.52	1.03	0.717	0.51	1262	no		n		
GMOS-N	R150 0.50"	singleslit,multislit	0.50"	0.500	330	R150	OG515	0.52	1.03	0.717	0.51	631	no		n		
GMOS-N	R150 0.75"	singleslit,multislit	0.75"	0.750	330	R150	OG515	0.52	1.03	0.717	0.51	421	no		n		
GMOS-N	R150 1.0"	singleslit,multislit	1.0"	1.000	330	R150	OG515	0.52	1.03	0.717	0.51	316	no		n		
GMOS-N	R150 1.5"	singleslit,multislit	1.5"	1.500	330	R150	OG515	0.52	1.03	0.717	0.51	210	no		n		
GMOS-N	R150 2.0"	singleslit,multislit	2.0"	2.000	330	R150	OG515	0.52	1.03	0.717	0.51	158	no		n		
GMOS-N	R150 5.0"	singleslit,multislit	5.0"	5.000	330	R150	OG515	0.52	1.03	0.717	0.51	63	no		n		
GMOS-N	R150 0.25"	singleslit,multislit	0.25"	0.250	330	R150	RG610	0.61	1.03	0.717	0.42	1262	no		n		
GMOS-N	R150 0.50"	singleslit,multislit	0.50"	0.500	330	R150	RG610	0.61	1.03	0.717	0.42	631	no		n		
GMOS-N	R150 0.75"	singleslit,multislit	0.75"	0.750	330	R150	RG610	0.61	1.03	0.717	0.42	421	no		n		
GMOS-N	R150 1.0"	singleslit,multislit	1.0"	1.000	330	R150	RG610	0.61	1.03	0.717	0.42	316	no		n		
GMOS-N	R150 1.5"	singleslit,multislit	1.5"	1.500	330	R150	RG610	0.61	1.03	0.717	0.42	210	no		n		
GMOS-N	R150 2.0"	singleslit,multislit	2.0"	2.000	330	R150	RG610	0.61	1.03	0.717	0.42	158	no		n		
GMOS-N	R150 5.0"	singleslit,multislit	5.0"	5.000	330	R150	RG610	0.61	1.03	0.717	0.42	63	no		n		
GMOS-N	R150 0.25"	singleslit,multislit	0.25"	0.250	330	R150	CaT	0.78	0.933	0.86	0.153	1262	no		n		
GMOS-N	R150 0.50"	singleslit,multislit	0.50"	0.500	330	R150	CaT	0.78	0.933	0.86	0.153	631	no		n		
GMOS-N	R150 0.75"	singleslit,multislit	0.75"	0.750	330	R150	CaT	0.78	0.933	0.86	0.153	421	no		n		
GMOS-N	R150 1.0"	singleslit,multislit	1.0"	1.000	330	R150	CaT	0.78	0.933	0.86	0.153	316	no		n		
GMOS-N	R150 1.5"	singleslit,multislit	1.5"	1.500	330	R150	CaT	0.78	0.933	0.86	0.153	210	no		n		
GMOS-N	R150 2.0"	singleslit,multislit	2.0"	2.000	330	R150	CaT	0.78	0.933	0.86	0.153	158	no		n		
GMOS-N	R150 5.0"	singleslit,multislit	5.0"	5.000	330	R150	CaT	0.78	0.933	0.86	0.153	63	no		n		
GMOS-N	B480 IFU1	ifu	IFU-R	3	5	B480	none	0.36	1.03	0.461	0.317	2500	no		n		
GMOS-N	B480 IFU2	ifu	IFU-2	5	7	B480	g	0.398	0.552	0.461	0.154	2500	no		n		
GMOS-S	B1200 0.25"	singleslit,multislit	0.25"	0.250	330	B1200	none	0.36	0.72	0.463	0.159	7488	no		s		
GMOS-S	B1200 0.50"	singleslit,multislit	0.50"	0.500	330	B1200	none	0.36	0.72	0.463	0.159	3744	no		s		
GMOS-S	B1200 0.75"	singleslit,multislit	0.75"	0.750	330	B1200	none	0.36	0.72	0.463	0.159	2496	no		s		
GMOS-S	B1200 1.0"	singleslit,multislit	1.0"	1.000	330	B1200	none	0.36	0.72	0.463	0.159	1872	no		s		
GMOS-S	B1200 1.5"	singleslit,multislit	1.5"	1.500	330	B1200	none	0.36	0.72	0.463	0.159	1248	no		s		
GMOS-S	B1200 2.0"	singleslit,multislit	2.0"	2.000	330	B1200	none	0.36	0.72	0.463	0.159	936	no		s		
GMOS-S	B1200 5.0"	singleslit,multislit	5.0"	5.000	330	B1200	none	0.36	0.72	0.463	0.159	374	no		s		
GMOS-S	B1200 0.25" GG455	singleslit,multislit	0.25"	0.250	330	B1200	GG455	0.46	0.92	0.463	0.159	7488	no		s		
GMOS-S	B1200 0.50" GG455	singleslit,multislit	0.50"	0.500	330	B1200	GG455	0.46	0.92	0.463	0.159	3744	no		s		
GMOS-S	B1200 0.75" GG455	singleslit,multislit	0.75"	0.750	330	B1200	GG455	0.46	0.92	0.463	0.159	2496	no		s		
GMOS-S	B1200 1.0" GG455	singleslit,multislit	1.0"	1.000	330	B1200	GG455	0.46	0.92	0.463	0.159	1872	no		s		
GMOS-S	B1200 1.5" GG455	singleslit,multislit	1.5"	1.500	330	B1200	GG455	0.46	0.92	0.463	0.159	1248	no		s		
GMOS-S	B1200 2.0" GG455	singleslit,multislit	2.0"	2.000	330	B1200	GG455	0.46	0.92	0.463	0.159	936	no		s		
GMOS-S	B1200 5.0" GG455	singleslit,multislit	5.0"	5.000	330	B1200	GG455	0.46	0.92	0.463	0.159	374	no		s		
GMOS-S	B1200 0.25" OG515	singleslit,multislit	0.25"	0.250	330	B1200	OG515	0.52	1.03	0.463	0.159	7488	no		s		
GMOS-S	B1200 0.50" OG515	singleslit,multislit	0.50"	0.500	330	B1200	OG515	0.52	1.03	0.463	0.159	3744	no		s		
GMOS-S	B1200 0.75" OG515	singleslit,multislit	0.75"	0.750	330	B1200	OG515	0.52	1.03	0.463	0.159	2496	no		s		
GMOS-S	B1200 1.0" OG515	singleslit,multislit	1.0"	1.000	330	B1200	OG515	0.52	1.03	0.463	0.159	1872	no		s		
GMOS-S	B1200 1.5" OG515	singleslit,multislit	1.5"	1.500	330	B1200	OG515	0.52	1.03	0.463	0.159	1248	no		s		
GMOS-S	B1200 2.0" OG515	singleslit,multislit	2.0"	2.000	330	B1200	OG515	0.52	1.03	0.463	0.159	936	no		s		
GMOS-S	B1200 5.0" OG515	singleslit,multislit	5.0"	5.000	330	B1200	OG515	0.52	1.03	0.463	0.159	374	no		s		
GMOS-S	B1200 0.25" RG610	singleslit,multislit	0.25"	0.250	330	B1200	RG610	0.61	1.03	0.463	0.159	7488	no		s		
GMOS-S	B1200 0.50" RG610	singleslit,multislit	0.50"	0.500	330	B1200	RG610	0.61	1.03	0.463	0.159	3744	no		s		
GMOS-S	B1200 0.75" RG610	singleslit,multislit	0.75"	0.750	330	B1200	RG610	0.61	1.03	0.463	0.159	2496	no		s		
GMOS-S	B1200 1.0" RG610	singleslit,multislit	1.0"	1.000	330	B1200	RG610	0.61	1.03	0.463	0.159	1872	no		s		
GMOS-S	B1200 1.5" RG610	singleslit,multislit	1.5"	1.500	330	B1200	RG610	0.61	1.03	0.463	0.159	1248	no		s		
GMOS-S	B1200 2.0" RG610	singleslit,multislit	2.0"	2.000	330	B1200	RG610	0.61	1.03	0.463	0.159	936	no		s		
GMOS-S	B1200 5.0" RG610	singleslit,multislit	5.0"	5.000	330	B1200	RG610	0.61	1.03	0.463	0.159	374	no		s		
GMOS-S	R831 0.25"	singleslit,multislit	0.25"	0.250	330	R831	none	0.36	0.72	0.757	0.23	8792	no		s		
GMOS-S	R831 0.50"	singleslit,multislit	0.50"	0.500	330	R831	none	0.36	0.72	0.757	0.23	4396	no		s		
GMOS-S	R831 0.75"	singleslit,multislit	0.75"	0.750	330	R831	none	0.36	0.72	0.757	0.23	2931	no		s		
GMOS-S	R831 1.0"	singleslit,multislit	1.0"	1.000	330	R831	none	0.36	0.72	0.757	0.23	2198	no		s		
GMOS-S	R831 1.5"	singleslit,multislit	1.5"	1.500	330	R831	none	0.36	0.72	0.757	0.23	1465	no		s		
GMOS-S	R831 2.0"	singleslit,multislit	2.0"	2.000	330	R831	none	0.36	0.72	0.757	0.23	1099	no		s		
GMOS-S	R831 5.0"	singleslit,multislit	5.0"	5.000	330	R831	none	0.36	0.72	0.757	0.23	440	no		s		
GMOS-S	R831 0.25"  GG455	singleslit,multislit	0.25"	0.250	330	R831	GG455	0.46	0.92	0.757	0.23	8792	no		s		
GMOS-S	R831 0.50"  GG455	singleslit,multislit	0.50"	0.500	330	R831	GG455	0.46	0.92	0.757	0.23	4396	no		s		
GMOS-S	R831 0.75"  GG455	singleslit,multislit	0.75"	0.750	330	R831	GG455	0.46	0.92	0.757	0.23	2931	no		s		
GMOS-S	R831 1.0"  GG455	singleslit,multislit	1.0"	1.000	330	R831	GG455	0.46	0.92	0.757	0.23	2198	no		s		
GMOS-S	R831 1.5"  GG455	singleslit,multislit	1.5"	1.500	330	R831	GG455	0.46	0.92	0.757	0.23	1465	no		s		
GMOS-S	R831 2.0"  GG455	singleslit,multislit	2.0"	2.000	330	R831	GG455	0.46	0.92	0.757	0.23	1099	no		s		
GMOS-S	R831 5.0"  GG455	singleslit,multislit	5.0"	5.000	330	R831	GG455	0.46	0.92	0.757	0.23	440	no		s		
GMOS-S	R831 0.25" OG515	singleslit,multislit	0.25"	0.250	330	R831	OG515	0.52	1.03	0.757	0.23	8792	no		s		
GMOS-S	R831 0.50" OG515	singleslit,multislit	0.50"	0.500	330	R831	OG515	0.52	1.03	0.757	0.23	4396	no		s		
